"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2017/01/03","12:12","1.228","-","1.224"
"2017/01/03","12:18","1.309","-","1.307"
"2017/01/03","12:24","1.391","-","1.386"
"2017/01/03","12:30","1.473","-","1.471"
"2017/01/03","12:36","1.556","-","1.557"
"2017/01/03","12:42","1.639","-","1.64"
"2017/01/03","12:48","1.723","-","1.725"
"2017/01/03","12:54","1.807","-","1.808"
"2017/01/03","13:00","1.89","-","1.896"
"2017/01/03","13:06","1.974","-","1.979"
"2017/01/03","13:12","2.057","-","2.056"
"2017/01/03","13:18","2.139","-","2.142"
"2017/01/03","13:24","2.221","-","2.222"
"2017/01/03","13:30","2.302","-","2.295"
"2017/01/03","13:36","2.383","-","2.372"
"2017/01/03","13:42","2.462","-","2.451"
"2017/01/03","13:48","2.54","-","2.526"
"2017/01/03","13:54","2.617","-","2.591"
"2017/01/03","14:00","2.692","-","2.671"
"2017/01/03","14:06","2.766","-","2.745"
"2017/01/03","14:12","2.839","-","2.811"
"2017/01/03","14:18","2.909","-","2.879"
"2017/01/03","14:24","2.978","-","2.942"
"2017/01/03","14:30","3.044","-","2.999"
"2017/01/03","14:36","3.109","-","3.051"
"2017/01/03","14:42","3.171","-","3.087"
"2017/01/03","14:48","3.231","-","3.136"
"2017/01/03","14:54","3.288","-","3.176"
"2017/01/03","15:00","3.343","-","3.233"
"2017/01/03","15:06","3.395","-","3.277"
"2017/01/03","15:12","3.445","-","3.316"
"2017/01/03","15:18","3.492","-","3.355"
"2017/01/03","15:24","3.535","-","3.386"
"2017/01/03","15:30","3.576","-","3.411"
"2017/01/03","15:36","3.614","-","3.442"
"2017/01/03","15:42","3.648","-","3.469"
"2017/01/03","15:48","3.679","-","3.491"
"2017/01/03","15:54","3.708","-","3.508"
"2017/01/03","16:00","3.733","-","3.529"
"2017/01/03","16:06","3.754","-","3.563"
"2017/01/03","16:12","3.773","-","3.57"
"2017/01/03","16:18","3.788","-","3.58"
"2017/01/03","16:24","3.8","-","3.572"
"2017/01/03","16:30","3.808","-","3.571"
"2017/01/03","16:36","3.814","-","3.574"
"2017/01/03","16:42","3.816","-","3.575"
"2017/01/03","16:48","3.815","-","3.573"
"2017/01/03","16:54","3.811","-","3.561"
"2017/01/03","17:00","3.804","-","3.553"
"2017/01/03","17:06","3.795","-","3.541"
"2017/01/03","17:12","3.782","-","3.525"
"2017/01/03","17:18","3.767","-","3.51"
"2017/01/03","17:24","3.748","-","3.489"
"2017/01/03","17:30","3.728","-","3.464"
"2017/01/03","17:36","3.705","-","3.441"
"2017/01/03","17:42","3.679","-","3.419"
"2017/01/03","17:48","3.651","-","3.396"
"2017/01/03","17:54","3.621","-","3.37"
"2017/01/03","18:00","3.589","-","3.345"
"2017/01/03","18:06","3.554","-","3.316"
"2017/01/03","18:12","3.518","-","3.285"
"2017/01/03","18:18","3.48","-","3.254"
"2017/01/03","18:24","3.441","-","3.22"
"2017/01/03","18:30","3.399","-","3.186"
"2017/01/03","18:36","3.356","-","3.149"
"2017/01/03","18:42","3.312","-","3.112"
"2017/01/03","18:48","3.266","-","3.069"
"2017/01/03","18:54","3.219","-","3.03"
"2017/01/03","19:00","3.171","-","2.984"
"2017/01/03","19:06","3.122","-","2.94"
"2017/01/03","19:12","3.072","-","2.898"
"2017/01/03","19:18","3.021","-","2.853"
"2017/01/03","19:24","2.969","-","2.803"
"2017/01/03","19:30","2.917","-","2.749"
"2017/01/03","19:36","2.864","-","2.695"
"2017/01/03","19:42","2.81","-","2.641"
"2017/01/03","19:48","2.757","-","2.582"
"2017/01/03","19:54","2.703","-","2.531"
"2017/01/03","20:00","2.649","-","2.477"
"2017/01/03","20:06","2.595","-","2.414"
"2017/01/03","20:12","2.541","-","2.361"
"2017/01/03","20:18","2.488","-","2.307"
"2017/01/03","20:24","2.435","-","2.248"
"2017/01/03","20:30","2.383","-","2.194"
"2017/01/03","20:36","2.331","-","2.142"
"2017/01/03","20:42","2.281","-","2.094"
"2017/01/03","20:48","2.231","-","2.044"
"2017/01/03","20:54","2.183","-","1.993"
"2017/01/03","21:00","2.137","-","1.948"
"2017/01/03","21:06","2.091","-","1.903"
"2017/01/03","21:12","2.048","-","1.859"
"2017/01/03","21:18","2.006","-","1.82"
"2017/01/03","21:24","1.966","-","1.781"
"2017/01/03","21:30","1.928","-","1.744"
"2017/01/03","21:36","1.893","-","1.713"
"2017/01/03","21:42","1.86","-","1.678"
"2017/01/03","21:48","1.829","-","1.65"
"2017/01/03","21:54","1.801","-","1.627"
"2017/01/03","22:00","1.775","-","1.603"
"2017/01/03","22:06","1.752","-","1.584"
"2017/01/03","22:12","1.732","-","1.563"
"2017/01/03","22:18","1.714","-","1.548"
"2017/01/03","22:24","1.699","-","1.536"
"2017/01/03","22:30","1.687","-","1.53"
"2017/01/03","22:36","1.678","-","1.521"
"2017/01/03","22:42","1.671","-","1.511"
"2017/01/03","22:48","1.667","-","1.505"
"2017/01/03","22:54","1.666","-","1.504"
"2017/01/03","23:00","1.667","-","1.508"
"2017/01/03","23:06","1.671","-","1.512"
"2017/01/03","23:12","1.678","-","1.523"
"2017/01/03","23:18","1.686","-","1.53"
"2017/01/03","23:24","1.697","-","1.54"
"2017/01/03","23:30","1.711","-","1.553"
"2017/01/03","23:36","1.726","-","1.569"
"2017/01/03","23:42","1.743","-","1.588"
"2017/01/03","23:48","1.762","-","1.611"
"2017/01/03","23:54","1.782","-","1.63"
"2017/01/04","00:00","1.804","-","1.652"
"2017/01/04","00:06","1.828","-","1.673"
"2017/01/04","00:12","1.852","-","1.696"
"2017/01/04","00:18","1.878","-","1.718"
"2017/01/04","00:24","1.905","-","1.741"
"2017/01/04","00:30","1.933","-","1.766"
"2017/01/04","00:36","1.961","-","1.787"
"2017/01/04","00:42","1.991","-","1.812"
"2017/01/04","00:48","2.02","-","1.836"
"2017/01/04","00:54","2.05","-","1.865"
"2017/01/04","01:00","2.081","-","1.89"
"2017/01/04","01:06","2.112","-","1.919"
"2017/01/04","01:12","2.142","-","1.946"
"2017/01/04","01:18","2.173","-","1.974"
"2017/01/04","01:24","2.204","-","2.004"
"2017/01/04","01:30","2.235","-","2.037"
"2017/01/04","01:36","2.265","-","2.07"
"2017/01/04","01:42","2.295","-","2.099"
"2017/01/04","01:48","2.325","-","2.131"
"2017/01/04","01:54","2.354","-","2.16"
"2017/01/04","02:00","2.383","-","2.191"
"2017/01/04","02:06","2.411","-","2.218"
"2017/01/04","02:12","2.438","-","2.251"
"2017/01/04","02:18","2.464","-","2.283"
"2017/01/04","02:24","2.49","-","2.314"
"2017/01/04","02:30","2.514","-","2.345"
"2017/01/04","02:36","2.537","-","2.365"
"2017/01/04","02:42","2.56","-","2.396"
"2017/01/04","02:48","2.581","-","2.416"
"2017/01/04","02:54","2.6","-","2.443"
"2017/01/04","03:00","2.619","-","2.462"
"2017/01/04","03:06","2.635","-","2.488"
"2017/01/04","03:12","2.651","-","2.502"
"2017/01/04","03:18","2.664","-","2.523"
"2017/01/04","03:24","2.676","-","2.534"
"2017/01/04","03:30","2.686","-","2.542"
"2017/01/04","03:36","2.693","-","2.551"
"2017/01/04","03:42","2.699","-","2.554"
"2017/01/04","03:48","2.703","-","2.561"
"2017/01/04","03:54","2.705","-","2.556"
"2017/01/04","04:00","2.704","-","2.56"
"2017/01/04","04:06","2.701","-","2.56"
"2017/01/04","04:12","2.696","-","2.555"
"2017/01/04","04:18","2.689","-","2.544"
"2017/01/04","04:24","2.679","-","2.534"
"2017/01/04","04:30","2.667","-","2.519"
"2017/01/04","04:36","2.652","-","2.506"
"2017/01/04","04:42","2.635","-","2.487"
"2017/01/04","04:48","2.616","-","2.467"
"2017/01/04","04:54","2.594","-","2.442"
"2017/01/04","05:00","2.57","-","2.416"
"2017/01/04","05:06","2.544","-","2.39"
"2017/01/04","05:12","2.516","-","2.36"
"2017/01/04","05:18","2.485","-","2.327"
"2017/01/04","05:24","2.452","-","2.297"
"2017/01/04","05:30","2.417","-","2.257"
"2017/01/04","05:36","2.38","-","2.224"
"2017/01/04","05:42","2.342","-","2.18"
"2017/01/04","05:48","2.301","-","2.143"
"2017/01/04","05:54","2.259","-","2.098"
"2017/01/04","06:00","2.215","-","2.056"
"2017/01/04","06:06","2.17","-","2.014"
"2017/01/04","06:12","2.123","-","1.967"
"2017/01/04","06:18","2.074","-","1.923"
"2017/01/04","06:24","2.025","-","1.867"
"2017/01/04","06:30","1.975","-","1.816"
"2017/01/04","06:36","1.923","-","1.767"
"2017/01/04","06:42","1.87","-","1.716"
"2017/01/04","06:48","1.817","-","1.658"
"2017/01/04","06:54","1.763","-","1.602"
"2017/01/04","07:00","1.708","-","1.549"
"2017/01/04","07:06","1.653","-","1.487"
"2017/01/04","07:12","1.598","-","1.424"
"2017/01/04","07:18","1.542","-","1.368"
"2017/01/04","07:24","1.486","-","1.31"
"2017/01/04","07:30","1.43","-","1.257"
"2017/01/04","07:36","1.374","-","1.197"
"2017/01/04","07:42","1.318","-","1.136"
"2017/01/04","07:48","1.262","-","1.077"
"2017/01/04","07:54","1.206","-","1.012"
"2017/01/04","08:00","1.152","-","0.952"
"2017/01/04","08:06","1.097","-","0.899"
"2017/01/04","08:12","1.044","-","0.839"
"2017/01/04","08:18","0.991","-","0.787"
"2017/01/04","08:24","0.939","-","0.73"
"2017/01/04","08:30","0.889","-","0.676"
"2017/01/04","08:36","0.84","-","0.624"
"2017/01/04","08:42","0.792","-","0.577"
"2017/01/04","08:48","0.745","-","0.527"
"2017/01/04","08:54","0.701","-","0.489"
"2017/01/04","09:00","0.658","-","0.445"
"2017/01/04","09:06","0.618","-","0.405"
"2017/01/04","09:12","0.58","-","0.367"
"2017/01/04","09:18","0.544","-","0.331"
"2017/01/04","09:24","0.51","-","0.302"
"2017/01/04","09:30","0.479","-","0.273"
"2017/01/04","09:36","0.452","-","0.261"
"2017/01/04","09:42","0.427","-","0.243"
"2017/01/04","09:48","0.405","-","0.227"
"2017/01/04","09:54","0.386","-","0.22"
"2017/01/04","10:00","0.371","-","0.21"
"2017/01/04","10:06","0.359","-","0.206"
"2017/01/04","10:12","0.35","-","0.203"
"2017/01/04","10:18","0.346","-","0.207"
"2017/01/04","10:24","0.345","-","0.214"
"2017/01/04","10:30","0.347","-","0.222"
"2017/01/04","10:36","0.354","-","0.24"
"2017/01/04","10:42","0.364","-","0.262"
"2017/01/04","10:48","0.378","-","0.286"
"2017/01/04","10:54","0.396","-","0.312"
"2017/01/04","11:00","0.417","-","0.343"
"2017/01/04","11:06","0.443","-","0.376"
"2017/01/04","11:12","0.471","-","0.407"
"2017/01/04","11:18","0.504","-","0.446"
"2017/01/04","11:24","0.54","-","0.492"
"2017/01/04","11:30","0.58","-","0.534"
"2017/01/04","11:36","0.622","-","0.578"
"2017/01/04","11:42","0.668","-","0.623"
"2017/01/04","11:48","0.718","-","0.674"
"2017/01/04","11:54","0.769","-","0.725"
"2017/01/04","12:00","0.824","-","0.78"
"2017/01/04","12:06","0.882","-","0.839"
"2017/01/04","12:12","0.941","-","0.899"
"2017/01/04","12:18","1.003","-","0.959"
"2017/01/04","12:24","1.067","-","1.021"
"2017/01/04","12:30","1.134","-","1.088"
"2017/01/04","12:36","1.201","-","1.15"
"2017/01/04","12:42","1.271","-","1.223"
"2017/01/04","12:48","1.342","-","1.297"
"2017/01/04","12:54","1.414","-","1.371"
"2017/01/04","13:00","1.487","-","1.448"
"2017/01/04","13:06","1.561","-","1.522"
"2017/01/04","13:12","1.636","-","1.602"
"2017/01/04","13:18","1.712","-","1.671"
"2017/01/04","13:24","1.788","-","1.754"
"2017/01/04","13:30","1.864","-","1.836"
"2017/01/04","13:36","1.94","-","1.914"
"2017/01/04","13:42","2.017","-","1.99"
"2017/01/04","13:48","2.093","-","2.07"
"2017/01/04","13:54","2.169","-","2.146"
"2017/01/04","14:00","2.245","-","2.225"
"2017/01/04","14:06","2.321","-","2.305"
"2017/01/04","14:12","2.395","-","2.381"
"2017/01/04","14:18","2.469","-","2.453"
"2017/01/04","14:24","2.543","-","2.53"
"2017/01/04","14:30","2.615","-","2.602"
"2017/01/04","14:36","2.686","-","2.675"
"2017/01/04","14:42","2.756","-","2.746"
"2017/01/04","14:48","2.824","-","2.815"
"2017/01/04","14:54","2.892","-","2.875"
"2017/01/04","15:00","2.957","-","2.945"
"2017/01/04","15:06","3.021","-","3.009"
"2017/01/04","15:12","3.083","-","3.067"
"2017/01/04","15:18","3.144","-","3.12"
"2017/01/04","15:24","3.202","-","3.173"
"2017/01/04","15:30","3.258","-","3.224"
"2017/01/04","15:36","3.312","-","3.268"
"2017/01/04","15:42","3.364","-","3.308"
"2017/01/04","15:48","3.413","-","3.331"
"2017/01/04","15:54","3.459","-","3.374"
"2017/01/04","16:00","3.503","-","3.41"
"2017/01/04","16:06","3.544","-","3.451"
"2017/01/04","16:12","3.583","-","3.483"
"2017/01/04","16:18","3.618","-","3.511"
"2017/01/04","16:24","3.651","-","3.531"
"2017/01/04","16:30","3.68","-","3.551"
"2017/01/04","16:36","3.707","-","3.567"
"2017/01/04","16:42","3.73","-","3.586"
"2017/01/04","16:48","3.75","-","3.605"
"2017/01/04","16:54","3.767","-","3.619"
"2017/01/04","17:00","3.781","-","3.632"
"2017/01/04","17:06","3.792","-","3.64"
"2017/01/04","17:12","3.799","-","3.645"
"2017/01/04","17:18","3.803","-","3.641"
"2017/01/04","17:24","3.804","-","3.644"
"2017/01/04","17:30","3.802","-","3.637"
"2017/01/04","17:36","3.797","-","3.635"
"2017/01/04","17:42","3.789","-","3.624"
"2017/01/04","17:48","3.778","-","3.613"
"2017/01/04","17:54","3.763","-","3.59"
"2017/01/04","18:00","3.747","-","3.572"
"2017/01/04","18:06","3.727","-","3.549"
"2017/01/04","18:12","3.705","-","3.525"
"2017/01/04","18:18","3.68","-","3.503"
"2017/01/04","18:24","3.652","-","3.482"
"2017/01/04","18:30","3.622","-","3.454"
"2017/01/04","18:36","3.59","-","3.424"
"2017/01/04","18:42","3.556","-","3.394"
"2017/01/04","18:48","3.52","-","3.358"
"2017/01/04","18:54","3.481","-","3.327"
"2017/01/04","19:00","3.441","-","3.288"
"2017/01/04","19:06","3.399","-","3.254"
"2017/01/04","19:12","3.355","-","3.212"
"2017/01/04","19:18","3.309","-","3.178"
"2017/01/04","19:24","3.262","-","3.132"
"2017/01/04","19:30","3.214","-","3.084"
"2017/01/04","19:36","3.164","-","3.041"
"2017/01/04","19:42","3.113","-","2.988"
"2017/01/04","19:48","3.061","-","2.939"
"2017/01/04","19:54","3.008","-","2.889"
"2017/01/04","20:00","2.953","-","2.838"
"2017/01/04","20:06","2.898","-","2.774"
"2017/01/04","20:12","2.843","-","2.718"
"2017/01/04","20:18","2.786","-","2.664"
"2017/01/04","20:24","2.729","-","2.602"
"2017/01/04","20:30","2.672","-","2.542"
"2017/01/04","20:36","2.614","-","2.479"
"2017/01/04","20:42","2.556","-","2.417"
"2017/01/04","20:48","2.499","-","2.355"
"2017/01/04","20:54","2.441","-","2.293"
"2017/01/04","21:00","2.383","-","2.231"
"2017/01/04","21:06","2.326","-","2.171"
"2017/01/04","21:12","2.269","-","2.117"
"2017/01/04","21:18","2.213","-","2.047"
"2017/01/04","21:24","2.157","-","1.993"
"2017/01/04","21:30","2.103","-","1.932"
"2017/01/04","21:36","2.049","-","1.877"
"2017/01/04","21:42","1.997","-","1.821"
"2017/01/04","21:48","1.946","-","1.77"
"2017/01/04","21:54","1.897","-","1.718"
"2017/01/04","22:00","1.85","-","1.66"
"2017/01/04","22:06","1.804","-","1.622"
"2017/01/04","22:12","1.76","-","1.573"
"2017/01/04","22:18","1.718","-","1.526"
"2017/01/04","22:24","1.678","-","1.483"
"2017/01/04","22:30","1.641","-","1.446"
"2017/01/04","22:36","1.606","-","1.413"
"2017/01/04","22:42","1.574","-","1.372"
"2017/01/04","22:48","1.544","-","1.34"
"2017/01/04","22:54","1.517","-","1.314"
"2017/01/04","23:00","1.493","-","1.287"
"2017/01/04","23:06","1.471","-","1.262"
"2017/01/04","23:12","1.453","-","1.25"
"2017/01/04","23:18","1.437","-","1.23"
"2017/01/04","23:24","1.424","-","1.212"
"2017/01/04","23:30","1.413","-","1.199"
"2017/01/04","23:36","1.406","-","1.193"
"2017/01/04","23:42","1.401","-","1.182"
"2017/01/04","23:48","1.399","-","1.182"
"2017/01/04","23:54","1.4","-","1.183"
"2017/01/05","00:00","1.404","-","1.185"
"2017/01/05","00:06","1.409","-","1.187"
"2017/01/05","00:12","1.418","-","1.198"
"2017/01/05","00:18","1.428","-","1.203"
"2017/01/05","00:24","1.441","-","1.212"
"2017/01/05","00:30","1.456","-","1.224"
"2017/01/05","00:36","1.473","-","1.24"
"2017/01/05","00:42","1.492","-","1.257"
"2017/01/05","00:48","1.512","-","1.276"
"2017/01/05","00:54","1.534","-","1.295"
"2017/01/05","01:00","1.558","-","1.311"
"2017/01/05","01:06","1.583","-","1.332"
"2017/01/05","01:12","1.609","-","1.352"
"2017/01/05","01:18","1.636","-","1.372"
"2017/01/05","01:24","1.665","-","1.396"
"2017/01/05","01:30","1.694","-","1.421"
"2017/01/05","01:36","1.724","-","1.442"
"2017/01/05","01:42","1.755","-","1.465"
"2017/01/05","01:48","1.786","-","1.496"
"2017/01/05","01:54","1.818","-","1.517"
"2017/01/05","02:00","1.85","-","1.544"
"2017/01/05","02:06","1.883","-","1.574"
"2017/01/05","02:12","1.915","-","1.603"
"2017/01/05","02:18","1.948","-","1.628"
"2017/01/05","02:24","1.981","-","1.663"
"2017/01/05","02:30","2.014","-","1.694"
"2017/01/05","02:36","2.046","-","1.727"
"2017/01/05","02:42","2.079","-","1.76"
"2017/01/05","02:48","2.111","-","1.796"
"2017/01/05","02:54","2.143","-","1.827"
"2017/01/05","03:00","2.174","-","1.86"
"2017/01/05","03:06","2.205","-","1.899"
"2017/01/05","03:12","2.235","-","1.932"
"2017/01/05","03:18","2.264","-","1.968"
"2017/01/05","03:24","2.292","-","1.996"
"2017/01/05","03:30","2.32","-","2.028"
"2017/01/05","03:36","2.347","-","2.059"
"2017/01/05","03:42","2.372","-","2.089"
"2017/01/05","03:48","2.396","-","2.113"
"2017/01/05","03:54","2.419","-","2.139"
"2017/01/05","04:00","2.441","-","2.168"
"2017/01/05","04:06","2.461","-","2.187"
"2017/01/05","04:12","2.48","-","2.214"
"2017/01/05","04:18","2.497","-","2.227"
"2017/01/05","04:24","2.513","-","2.246"
"2017/01/05","04:30","2.526","-","2.26"
"2017/01/05","04:36","2.538","-","2.276"
"2017/01/05","04:42","2.548","-","2.293"
"2017/01/05","04:48","2.556","-","2.296"
"2017/01/05","04:54","2.561","-","2.305"
"2017/01/05","05:00","2.565","-","2.313"
"2017/01/05","05:06","2.567","-","2.318"
"2017/01/05","05:12","2.566","-","2.318"
"2017/01/05","05:18","2.563","-","2.316"
"2017/01/05","05:24","2.558","-","2.314"
"2017/01/05","05:30","2.551","-","2.306"
"2017/01/05","05:36","2.541","-","2.297"
"2017/01/05","05:42","2.53","-","2.287"
"2017/01/05","05:48","2.516","-","2.278"
"2017/01/05","05:54","2.5","-","2.26"
"2017/01/05","06:00","2.482","-","2.244"
"2017/01/05","06:06","2.462","-","2.229"
"2017/01/05","06:12","2.44","-","2.209"
"2017/01/05","06:18","2.416","-","2.184"
"2017/01/05","06:24","2.39","-","2.162"
"2017/01/05","06:30","2.362","-","2.138"
"2017/01/05","06:36","2.333","-","2.115"
"2017/01/05","06:42","2.302","-","2.087"
"2017/01/05","06:48","2.27","-","2.055"
"2017/01/05","06:54","2.236","-","2.026"
"2017/01/05","07:00","2.2","-","1.991"
"2017/01/05","07:06","2.164","-","1.957"
"2017/01/05","07:12","2.126","-","1.924"
"2017/01/05","07:18","2.087","-","1.891"
"2017/01/05","07:24","2.047","-","1.853"
"2017/01/05","07:30","2.007","-","1.816"
"2017/01/05","07:36","1.965","-","1.778"
"2017/01/05","07:42","1.923","-","1.737"
"2017/01/05","07:48","1.88","-","1.699"
"2017/01/05","07:54","1.836","-","1.663"
"2017/01/05","08:00","1.792","-","1.621"
"2017/01/05","08:06","1.748","-","1.582"
"2017/01/05","08:12","1.703","-","1.54"
"2017/01/05","08:18","1.659","-","1.495"
"2017/01/05","08:24","1.614","-","1.45"
"2017/01/05","08:30","1.569","-","1.405"
"2017/01/05","08:36","1.524","-","1.357"
"2017/01/05","08:42","1.479","-","1.313"
"2017/01/05","08:48","1.435","-","1.266"
"2017/01/05","08:54","1.391","-","1.222"
"2017/01/05","09:00","1.347","-","1.173"
"2017/01/05","09:06","1.304","-","1.132"
"2017/01/05","09:12","1.262","-","1.091"
"2017/01/05","09:18","1.22","-","1.052"
"2017/01/05","09:24","1.18","-","1.014"
"2017/01/05","09:30","1.14","-","0.974"
"2017/01/05","09:36","1.102","-","0.939"
"2017/01/05","09:42","1.065","-","0.902"
"2017/01/05","09:48","1.029","-","0.87"
"2017/01/05","09:54","0.995","-","0.836"
"2017/01/05","10:00","0.963","-","0.809"
"2017/01/05","10:06","0.933","-","0.781"
"2017/01/05","10:12","0.904","-","0.759"
"2017/01/05","10:18","0.878","-","0.737"
"2017/01/05","10:24","0.854","-","0.717"
"2017/01/05","10:30","0.833","-","0.702"
"2017/01/05","10:36","0.814","-","0.685"
"2017/01/05","10:42","0.797","-","0.675"
"2017/01/05","10:48","0.784","-","0.668"
"2017/01/05","10:54","0.773","-","0.664"
"2017/01/05","11:00","0.765","-","0.663"
"2017/01/05","11:06","0.76","-","0.661"
"2017/01/05","11:12","0.759","-","0.668"
"2017/01/05","11:18","0.76","-","0.672"
"2017/01/05","11:24","0.765","-","0.685"
"2017/01/05","11:30","0.773","-","0.699"
"2017/01/05","11:36","0.784","-","0.716"
"2017/01/05","11:42","0.799","-","0.736"
"2017/01/05","11:48","0.816","-","0.758"
"2017/01/05","11:54","0.838","-","0.785"
"2017/01/05","12:00","0.862","-","0.81"
"2017/01/05","12:06","0.889","-","0.839"
"2017/01/05","12:12","0.92","-","0.874"
"2017/01/05","12:18","0.953","-","0.908"
"2017/01/05","12:24","0.99","-","0.943"
"2017/01/05","12:30","1.029","-","0.984"
"2017/01/05","12:36","1.071","-","1.027"
"2017/01/05","12:42","1.115","-","1.068"
"2017/01/05","12:48","1.162","-","1.118"
"2017/01/05","12:54","1.212","-","1.165"
"2017/01/05","13:00","1.263","-","1.211"
"2017/01/05","13:06","1.317","-","1.266"
"2017/01/05","13:12","1.372","-","1.315"
"2017/01/05","13:18","1.43","-","1.373"
"2017/01/05","13:24","1.489","-","1.433"
"2017/01/05","13:30","1.549","-","1.495"
"2017/01/05","13:36","1.611","-","1.556"
"2017/01/05","13:42","1.674","-","1.618"
"2017/01/05","13:48","1.738","-","1.68"
"2017/01/05","13:54","1.803","-","1.742"
